Time;Global_active_power;Voltage;Global_intensity;Efficiency;Transaction_duration;Transaction_amount;Simulated_Solar_Power;Day
00:00:00;0.7398959056210965;240.14611380985423;3.1300485773768214;0.9112804801959439;1.260134619500047;947.2041316905497;0.0;0
00:01:00;0.741791811242193;240.16486467730743;3.1437890353920888;0.8382042282155485;3.3345818028979;2517.701523260707;0.0;0
00:02:00;0.7411408743927828;240.17448993754337;3.142817487855656;0.8484160353744541;3.4961996931948938;2639.0174898787673;0.0;0
00:03:00;0.7447009021512838;240.15690492713392;3.158639833448994;0.8358010647708809;3.389314648509494;2571.029586843771;0.0;0
00:04:00;0.7467411519777932;240.13639139486463;3.161832061068702;0.9311747520515088;1.1587047429705057;879.7708409322221;0.0;0
00:05:00;0.7471797362942401;240.1611866759195;3.16294240111034;0.8692590286486874;3.4103878185247654;2590.5851546510817;0.0;0
00:06:00;0.7280152671755725;240.15178348369187;3.0896599583622484;0.8728652221879908;3.3040465239854724;2451.56072249028;0.0;0
00:07:00;0.7325746009715476;240.1762179042332;3.107980569049272;0.8907751498093306;1.474133813486646;1100.386375932048;0.0;0
00:08:00;0.7345801526717557;240.18756419153368;3.1143650242886887;0.8575158610469773;3.648072730000323;2728.87422538429;0.0;0
00:09:00;0.7351561415683553;240.19380291464265;3.121859819569744;0.8625135771101375;2.4954644375855266;1871.2274578265142;0.0;0
00:10:00;0.7280763358778626;240.19325468424705;3.0846634281748786;0.8218245632991112;2.7490991001266973;2036.8497176081576;0.0;0
00:11:00;0.714941013185288;240.21338653712695;3.0290076335877862;0.9490255579023993;3.622301745842406;2635.616386176264;0.0;0
00:12:00;0.7057654406662041;240.19976405274116;2.9955586398334493;0.7879390492734826;2.5733931766003137;1851.6399704991438;0.0;0
00:13:00;0.7057515614156835;240.1949757113116;2.992227619708536;0.8185744877868734;3.4835276125996764;2503.6741395414197;0.0;0
00:14:00;0.7000097154753644;240.19038861901456;2.9727966689798757;0.7931420077242632;2.774621490104552;1981.1829243599816;0.0;0
00:15:00;0.6951436502428869;240.1909090909091;2.9525329632199866;0.8579494614736066;1.5254744624133765;1081.8231295066546;0.0;0
00:16:00;0.696148507980569;240.1748299791811;2.954337265787647;0.8855681697814763;3.390192286967347;2405.536195885004;0.0;0
00:17:00;0.6860999306037474;240.1625676613463;2.9147814018043023;0.9683286353544678;1.7989089792514248;1259.2747562757797;0.0;0
00:18:00;0.6833809854267869;240.14913254684248;2.902290076335878;0.8267004076266024;3.5775058718538815;2493.458786816798;0.0;0
00:19:00;0.6853337959750174;240.1063219986121;2.9081193615544763;0.7599508211981445;1.7368662826600363;1212.7805055612935;0.0;0
00:20:00;0.6813476752255379;240.0786190145732;2.8935461485079808;0.8725098895147181;1.4824807767805068;1029.8476162652958;0.0;0
00:21:00;0.6746065232477446;239.90015961138096;2.869257460097155;0.8983822851801968;3.565765297771125;2454.442206712116;0.0;0
00:22:00;0.6648133240804996;239.89015267175571;2.8283136710617627;0.9679917300990947;1.6205960028779318;1099.5494281077365;0.0;0
00:23:00;0.6599722414989591;239.87181818181816;2.810825815405968;0.8045866982509274;3.8890952017135194;2622.1753775569287;0.0;0
00:24:00;0.6566814712005552;239.84185981956972;2.791672449687717;0.8117692921933064;3.8107587189174184;2551.5312737878326;0.0;0
00:25:00;0.6566356696738376;239.8170506592644;2.7938931297709924;0.8462866060844816;2.7947154150169524;1872.524194073689;0.0;0
00:26:00;0.651854267869535;239.79327550312283;2.7730742539902846;0.7942311828260248;1.4017237161318703;932.0965921455352;0.0;0
00:27:00;0.6514836918806385;239.76117973629425;2.775572519083969;0.8378098739187329;3.512754157810126;2337.6484629896695;0.0;0
00:28:00;0.6447869535045108;239.74743927827896;2.743650242886884;0.8828896045559433;3.4419333984507503;2264.045689690465;0.0;0
00:29:00;0.6402276197085357;239.722373351839;2.729354614850798;0.8381037825562448;1.907021417593591;1247.740020205405;0.0;0
00:30:00;0.6400749479528105;239.54791117279663;2.7282442748091604;0.7928420428592001;1.5978286114006102;1044.253246885668;0.0;0
00:31:00;0.6323275503122832;239.55913254684248;2.69646079111728;0.7939285181666393;2.8166678839495294;1819.4598790392417;0.0;0
00:32:00;0.6308577376821651;239.57814018043024;2.6917418459403195;0.7791443888806181;2.5494241446314976;1644.0790294526328;0.0;0
00:33:00;0.6272713393476752;239.5862734212353;2.6738376127689105;0.9363262218760502;2.3085991687284846;1478.922770230535;0.0;0
00:34:00;0.6287161693268564;239.55897293546147;2.6800832755031228;0.8463933255669921;2.5586773490750208;1642.7680798138308;0.0;0
00:35:00;0.6235558639833448;239.55140874392785;2.656904927133935;0.9172412325711943;3.341155413392459;2126.5295433191577;0.0;0
00:36:00;0.6271922276197085;239.52126995142265;2.673421235253296;0.8502938308953732;2.751217621943949;1761.7181293600331;0.0;0
00:37:00;0.630825815405968;239.5117765440666;2.686051353226926;0.890782366311132;3.669965095140184;2361.0387628798812;0.0;0
00:38:00;0.6228507980569049;239.50266481609995;2.652463566967384;0.8342582814465574;3.5766122096211737;2272.121922883074;0.0;0
00:39:00;0.6194587092297016;239.4917487855656;2.642748091603053;0.7847836762117512;3.3101582673986263;2095.0533284372614;0.0;0
00:40:00;0.6220693962526024;239.4605551700208;2.652463566967384;0.8935400882372656;2.4740618516296724;1571.426111135227;0.0;0
00:41:00;0.6148716169326857;239.4488619014573;2.62234559333796;0.98;2.2573044875648725;1417.4013694299013;0.0;0
00:42:00;0.6066911866759195;239.42063150589868;2.5927827897293545;0.9004656493186765;1.3923061973667001;864.2959213019778;0.0;0
00:43:00;0.6088910478834143;239.4144344205413;2.597501734906315;0.81676262572739;3.7767533365161765;2348.6851319789157;0.0;0
00:44:00;0.6058084663428175;239.37727272727275;2.584177654406662;0.7958021824684596;2.3060553783584945;1426.5106351375919;0.0;0
00:45:00;0.6109812630117973;239.34094378903535;2.607217210270645;0.8817321201556982;1.6785725691600497;1047.4524940699293;0.0;0
00:46:00;0.6043789035392089;239.29747397640529;2.579875086745316;0.9608119302993746;1.0317061107672805;636.9315996098039;0.0;0
00:47:00;0.5975655794587093;239.25136016655105;2.554614850798057;0.7820446630671903;1.7482521797530914;1068.5231269397243;0.0;0
00:48:00;0.5941748785565579;239.23313671061763;2.536988202637058;0.7754942706239439;3.969420943764281;2409.16718513935;0.0;0
00:49:00;0.5897307425399029;239.20673837612767;2.5240804996530186;0.7636571865202416;3.781638887867369;2283.266823768896;0.0;0
00:50:00;0.5884760582928522;239.1836849410132;2.5139486467730743;0.8966052748547372;4.102962700278721;2467.0930128080618;0.0;0
00:51:00;0.5880846634281749;239.1431228313671;2.510340041637752;0.9035027851640259;1.3816883052359108;829.4697097802443;0.0;0
00:52:00;0.5876335877862595;239.0984316446912;2.513115891741846;0.9034219983744619;1.7245340573123198;1036.2415911371606;0.0;0
00:53:00;0.5868938237335184;239.04811936155448;2.509090909090909;0.8498925600549055;1.508953503698574;905.0604476785056;0.0;0
00:54:00;0.5887800138792505;239.0157390700902;2.516585704371964;0.8709802214342905;2.157492015598123;1297.7391972309986;0.0;0
00:55:00;0.5759708535739071;239.02581540596807;2.4657876474670366;0.8509076525877618;3.3237311473411038;1958.963607514734;0.0;0
00:56:00;0.5750464954892436;239.0138029146426;2.462317834836919;0.7674427118399549;1.7027761314413856;1002.1313454164309;0.0;0
00:57:00;0.5751061762664815;238.9704718945177;2.4556557945870923;0.8852016261261367;3.778638239072989;2217.4153457743505;0.0;0
00:58:00;0.5715100624566274;238.9588827203331;2.4476058292852185;0.961531026331981;2.5804247207773034;1509.231467588491;0.0;0
00:59:00;0.5719819569743234;238.93798056904927;2.448716169326856;0.9032532071634006;1.1526504731787044;674.4057597470265;0.0;0
01:00:00;0.5753268563497571;238.93641915336573;2.4599583622484387;0.9211657850292029;1.9722710667106014;1159.2489485662713;0.0;0
01:01:00;0.5724621790423318;238.9564052741152;2.4501040943789034;0.8800092898858094;2.8157284966896348;1648.5191199852434;0.0;0
01:02:00;0.5778084663428175;238.97203331020123;2.471616932685635;0.9249161999113653;4.2415011880168665;2505.2313263084443;0.0;0
01:03:00;0.5859680777238029;238.94272727272724;2.504927133934768;0.8748469028035398;1.2276128991756101;734.7682075385815;0.0;0
01:04:00;0.5796197085357391;238.95704371963916;2.4775850104094377;0.7338119380183444;2.619191941822361;1550.6569410408924;0.0;0
01:05:00;0.57435253296322;238.9919500346981;2.456488549618321;0.8186587367492091;4.290905468602619;2519.1090249734766;0.0;0
01:06:00;0.5741110340041637;238.98863983344896;2.4520471894517697;0.7736451361834552;1.3696530966758158;802.6323596713636;0.0;0
01:07:00;0.5704677307425399;238.98963913948648;2.4381679389312976;0.98;4.334897398237049;2525.9311712419235;0.0;0
01:08:00;0.5700416377515614;239.01066620402497;2.438584316446912;0.7499714418350465;3.292806269053562;1919.2044355629064;0.0;0
01:09:00;0.5674823039555864;239.02555863983343;2.4310895211658567;0.9481911817547497;2.4038757145967793;1396.8742229643628;0.0;0
01:10:00;0.5642012491325469;239.047973629424;2.414295628036086;0.6941556245185626;3.1909281314106743;1841.588258402452;0.0;0
01:11:00;0.5665579458709229;239.0647328244275;2.4263705759888965;0.8504738447712483;2.7407647649259532;1589.8070050028837;0.0;0
01:12:00;0.5617890353920888;239.0844205412908;2.4058292852185983;0.7766062677705675;2.1796166946370903;1253.7074594327717;0.0;0
